Order,Sample,count,Age,Strain,Phenotype,Sex,Class
 Other,AK4,0,20 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK5,0,20 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK6,0,20 Weeks,AJ,KO,F,Betaproteobacteria
 Other,AK7,0,20 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK8,0,20 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK9,0.083333333,20 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK10,0,20 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK11,0,20 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AK12,0,20 Weeks,AJ,KO,M,Betaproteobacteria
 Other,AW1,0,20 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW2,0.083333333,20 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW3,0,20 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW4,0,20 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW5,0,20 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW6,0,20 Weeks,AJ,WT,F,Betaproteobacteria
 Other,AW7,0,20 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW8,0,20 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW9,0,20 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW10,0,20 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW11,0,20 Weeks,AJ,WT,M,Betaproteobacteria
 Other,AW12,0,20 Weeks,AJ,WT,M,Betaproteobacteria
 Other,BK1,0,20 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK2,0,20 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK3,0,20 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK4,0,20 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK5,0,20 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK6,0,20 Weeks,B6,KO,F,Betaproteobacteria
 Other,BK7,0,20 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK8,0,20 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK9,0,20 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK10,0.083333333,20 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK11,0,20 Weeks,B6,KO,M,Betaproteobacteria
 Other,BK12,0,20 Weeks,B6,KO,M,Betaproteobacteria
 Other,BW1,0,20 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW2,0,20 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW3,0,20 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW4,0,20 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW5,0,20 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW6,0,20 Weeks,B6,WT,F,Betaproteobacteria
 Other,BW7,0,20 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW8,0.083333333,20 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW9,0,20 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW10,0,20 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW11,0,20 Weeks,B6,WT,M,Betaproteobacteria
 Other,BW12,0,20 Weeks,B6,WT,M,Betaproteobacteria
